order_id,customer_id,order_timestamp,amount
2805,6533,2024-02-19T10:48:45,864.09
5257,3099,2024-10-16T23:50:09,742.29
4517,1189,2024-12-19T04:04:28,974.85
9397,7526,2025-11-09T03:52:01,1202.7
3863,2306,2024-11-06T22:57:34,1115.12
8376,5789,2025-04-14T10:55:44,364.22
2130,4908,2024-11-17T03:06:56,1243.65
7760,8984,2024-07-04T22:54:11,1138.36
3598,4678,2024-03-26T13:04:38,207.96
9745,5766,2025-12-27T06:55:43,253.97
2972,4174,2025-03-04T14:01:17,1321.38
5560,7637,2024-10-01T09:20:45,551.91
3348,7427,2025-03-01T14:23:46,678.13
1555,3316,2024-01-09T15:51:17,250.85
2615,6134,2024-04-04T23:24:19,661.93
4271,4509,2025-10-27T18:33:38,11.38
7387,4450,2024-10-14T12:56:13,116.82
5709,4852,2025-12-23T17:43:23,1589.54
7487,8871,2025-02-11T07:50:56,492.88
592,8498,2024-02-19T00:16:45,78.78
7802,1575,2025-08-17T17:03:36,410.17
2245,2740,2025-05-14T16:41:33,1825.66
4554,4993,2025-09-08T12:04:40,1390.04
235,3885,2024-12-04T06:04:07,1468.92
1505,9418,2024-05-14T23:46:33,243.11
5805,1532,2025-09-21T18:57:13,1573.36
8372,8698,2024-12-26T08:07:59,1318.69
4313,5939,2024-08-07T21:10:29,53.37
6663,3958,2025-06-11T19:13:39,121.88
1106,3734,2025-10-29T11:37:38,738.54
7516,4849,2025-02-15T05:51:09,1101.92
1999,1643,2024-11-03T06:43:37,1117.61
8132,1747,2024-10-19T08:14:30,1526.04
9585,3618,2024-06-03T17:28:23,830.58
4039,3955,2025-01-01T10:06:01,1154.2
3316,3016,2025-06-04T20:54:49,1332.63
8179,6640,2024-09-20T07:26:07,513.11
8992,7779,2025-04-22T01:12:32,1725.19
9483,1675,2024-04-18T07:44:32,193.02
9987,9364,2024-10-27T23:30:29,1805.28
6142,2930,2024-11-12T11:49:54,1963.29
6339,6199,2025-09-10T17:44:45,1576.28
9352,6454,2024-02-29T23:08:11,1743.82
3568,8526,2024-05-20T23:39:27,374.13
9706,1061,2025-10-19T17:34:26,1744.27
5667,2744,2024-07-19T02:48:00,1649.02
6623,9637,2024-04-27T13:09:27,893.12
637,3275,2024-06-05T02:32:44,477.29
660,1674,2025-03-13T18:36:06,1651.35
3553,6692,2024-01-02T02:05:49,1267.2
5006,9669,2024-01-02T08:13:44,30.09
2770,9824,2025-05-01T06:35:18,385.87
7749,9698,2024-09-23T14:39:46,994.9
1509,3536,2024-12-28T05:02:46,84.68
1667,1618,2025-04-18T01:07:15,1450.37
9478,9771,2025-01-06T20:30:18,1428.64
7495,2230,2024-05-19T01:39:12,390.65
4984,5991,2025-06-08T00:42:57,664.41
7135,6019,2025-12-28T16:05:04,1018.55
1866,7814,2025-07-31T11:25:26,1644.94
1628,6614,2025-06-16T12:20:44,1845.09
1576,3200,2024-10-06T05:18:17,1360.76
4777,6166,2024-09-11T08:18:58,1857.29
4069,2161,2025-11-09T20:06:37,1140.46
4758,8675,2024-03-09T03:24:37,1222.01
979,9019,2024-07-22T18:37:18,1057.79
565,1627,2024-04-16T21:02:32,577.32
4519,5963,2024-02-12T08:09:50,852.84
3772,7484,2025-09-29T05:41:58,20.17
2948,6215,2025-01-27T02:31:53,1768.44
6853,3370,2025-10-10T09:31:58,564.26
1613,6410,2024-11-18T00:57:33,1441.91
6342,2944,2025-12-08T04:42:11,1935.43
2164,1257,2024-02-25T17:26:32,292.27
7450,4030,2024-07-27T04:01:16,907.44
8884,9397,2024-01-14T04:41:23,1552.19
8222,3084,2024-06-23T15:48:44,926.72
8742,7150,2024-02-13T23:22:08,1937.42
3993,9391,2025-03-26T17:59:38,749.36
9709,9986,2024-09-27T23:03:49,1894.02
7016,3317,2025-11-18T04:49:44,917.86
4767,6281,2024-06-23T22:35:25,857.16
7885,2809,2025-06-02T09:30:51,642.74
5837,8705,2024-01-14T02:01:21,440.74
7794,2833,2024-09-29T07:45:03,1712.08
205,8657,2025-10-14T20:09:40,1839.49
4047,4876,2024-06-28T20:07:01,215.34
2442,5979,2024-08-22T13:33:20,990.73
5570,8840,2024-07-20T20:07:28,320.41
1817,4263,2024-01-27T00:40:37,924.37
1069,5537,2024-07-11T11:04:22,1291.02
5317,7349,2024-09-07T20:13:44,1513.15
5844,7364,2025-04-21T07:57:24,388.98
9246,9740,2024-07-31T12:52:10,1590.16
2259,2485,2025-05-17T14:20:28,733.88
294,5982,2024-12-30T01:09:48,1400.97
7462,8590,2024-07-08T19:16:13,1338.41
1416,2522,2024-07-27T09:38:58,748.38
930,4290,2025-04-13T12:40:22,960.62
9819,1078,2025-06-16T12:58:40,487.17
4020,9956,2025-07-30T01:37:56,404.7
7455,3322,2024-03-06T00:33:35,1619.99
3656,2264,2025-09-30T20:36:13,1634.03
7841,1196,2025-01-03T20:36:45,302.87
5948,1328,2025-09-12T01:25:47,396.56
9763,2045,2024-01-11T05:55:51,1289.27
3058,5006,2025-05-09T02:33:50,1842.42
6855,5362,2024-12-04T10:49:41,358.17
463,7566,2024-04-21T06:24:04,143.82
2497,9800,2024-05-13T10:05:21,13.64
2900,2450,2025-05-16T16:45:24,1732.58
216,1659,2025-08-29T19:14:22,1509.7
3073,7486,2024-07-01T01:14:43,441.09
1020,9428,2025-10-28T10:35:35,1971.05
6457,4414,2024-09-18T23:58:24,1074.62
7573,9340,2024-02-28T11:05:47,391.11
1311,6640,2024-09-28T15:59:49,331.21
905,5839,2025-04-25T11:50:09,1597.12
8585,7564,2024-07-21T17:44:33,254.58
7427,2792,2025-11-28T00:44:46,990.51
3572,7458,2024-05-18T01:12:24,1376.3
5583,7934,2024-12-31T06:03:53,1790.37
2643,7895,2024-09-30T07:04:39,1206.22
4799,2383,2025-06-28T15:34:30,1302.61
4145,9501,2025-03-20T18:05:06,523.9
1880,6163,2025-12-01T23:32:21,1102.41
4121,8966,2025-04-28T00:31:48,563.17
2006,2854,2025-01-23T20:56:15,363.64
2323,7759,2024-07-03T04:12:23,1740.42
7330,1610,2024-04-07T14:29:23,492.65
8256,5666,2025-09-20T00:12:16,1391.81
2651,7722,2025-06-16T15:22:10,1586.32
7775,4354,2024-09-08T03:18:16,672.85
2991,6092,2024-09-12T17:11:31,130.37
1097,3248,2025-07-03T20:13:25,1404.49
7175,6332,2024-10-12T10:27:58,1299.91
1502,4218,2025-02-28T13:38:40,1553.41
2725,7535,2025-08-21T18:11:52,182.93
6643,2070,2025-01-11T02:52:48,1545.94
8053,7798,2024-12-28T10:42:09,95.95
1309,8308,2025-01-14T15:38:42,359.28
7356,9264,2024-11-18T20:56:02,1484.2
8760,1097,2024-07-08T19:12:45,1612.39
3223,4299,2024-12-14T04:22:50,547.36
9371,1010,2024-05-24T21:57:46,1669.06
9715,7917,2024-04-18T16:29:58,1214.78
4308,7125,2024-05-05T08:47:30,666.35
7565,8785,2025-05-02T07:36:47,289.73
9228,5924,2025-08-04T00:41:06,27.64
4942,6288,2024-05-10T21:52:22,36.78
9787,5598,2024-02-20T22:33:52,764.73
2537,9157,2025-05-29T06:18:44,983.05
6723,6664,2024-11-30T01:20:29,1394.39
473,9394,2025-08-09T09:09:36,232.07
1832,6544,2025-06-16T18:56:05,1862.04
3034,1060,2025-12-15T13:10:40,1279.34
9507,4791,2024-05-19T06:49:30,1480.69
9401,9175,2025-10-09T20:40:58,1128.38
1013,6744,2025-07-26T22:06:09,1722.79
2400,3514,2025-10-13T22:16:35,326.7
3892,9644,2025-08-14T13:18:00,1030.28
2668,5361,2025-09-23T19:06:23,579.48
8141,7295,2024-10-07T21:42:55,1611.99
5991,5024,2025-11-19T00:22:26,758.9
2409,6246,2025-12-21T15:39:21,316.33
2265,8970,2024-10-06T01:06:45,174.3
1014,8015,2025-04-19T00:06:16,336.13
4185,1534,2024-10-21T06:05:01,1315.83
3207,1648,2025-05-14T21:36:43,1044.14
7661,8527,2025-03-19T13:37:46,402.88
3498,5052,2025-06-28T10:45:45,1334.33
4289,9314,2024-07-27T02:27:46,434.14
9548,7869,2024-10-14T18:05:31,563.46
6536,2908,2025-09-09T13:48:05,105.9
4228,8430,2024-10-14T06:56:57,761.85
1108,2889,2025-06-07T14:30:56,460.67
5071,6363,2025-02-21T01:16:53,338.9
5731,4932,2024-04-19T00:08:44,1028.0
6923,5881,2024-10-24T04:38:54,814.75
8759,2453,2025-09-14T09:06:25,1086.41
4052,1482,2024-10-17T17:52:11,1847.48
588,9945,2024-09-30T15:19:48,680.4
9285,2305,2025-09-04T12:54:19,79.83
3477,2780,2024-07-28T07:30:09,1978.79
5830,1065,2025-04-01T22:47:10,218.12
8379,6573,2025-10-28T16:45:59,204.67
7224,7635,2024-10-01T18:10:19,119.03
4484,3317,2024-08-28T05:16:35,1603.97
438,8048,2025-01-27T16:09:18,202.86
2745,8007,2025-02-10T07:08:33,594.49
359,3950,2025-03-15T13:39:49,344.12
1118,1862,2025-06-06T23:42:03,362.79
9450,7893,2024-11-28T08:47:12,1424.44
8475,9691,2025-04-16T16:06:46,329.0
8504,9844,2024-11-21T09:45:49,9.35
5055,5758,2024-03-31T08:34:02,14.45
4190,2986,2025-02-22T15:04:48,1695.95
1548,2417,2024-08-22T01:35:03,566.63
219,2874,2025-01-02T19:49:04,1130.12
9594,7355,2024-05-03T16:07:11,803.36
1130,1157,2025-06-22T15:02:46,1902.23
8935,4437,2025-02-05T01:31:52,201.82
3147,2723,2024-02-29T10:41:25,1011.27
2056,6728,2024-09-16T06:20:19,1123.03
6481,1881,2025-01-09T06:22:50,847.81
1985,8763,2025-01-16T17:12:35,279.34
4458,5406,2025-07-31T04:58:49,186.06
4376,4156,2024-01-11T23:23:33,552.79
6824,1687,2024-12-30T14:52:47,1047.97
5239,8116,2024-01-11T20:02:59,1583.79
2418,4197,2025-05-13T02:56:03,1168.95
6989,3575,2025-10-19T12:06:53,671.68
8777,1355,2024-05-21T15:27:12,1152.59
7626,6435,2024-01-07T03:32:06,475.64
766,1187,2025-03-20T23:12:28,526.8
2411,5842,2024-09-14T07:31:07,950.45
2846,7627,2025-11-20T11:27:33,1551.92
8847,3109,2025-12-07T00:51:56,414.03
5954,3215,2025-05-19T14:27:07,110.4
4588,5569,2025-04-10T10:48:08,642.21
7222,3527,2025-06-04T16:17:05,1436.12
8259,5035,2024-08-16T18:41:02,791.26
13,2584,2024-10-22T02:21:29,721.16
5059,5033,2024-04-20T00:54:33,1245.42
7663,9000,2024-06-28T17:00:44,1023.54
1754,6527,2025-12-22T05:44:14,846.52
4863,6798,2024-06-03T07:36:35,1053.52
3827,6105,2024-03-20T22:05:39,335.48
1085,9300,2024-11-05T02:47:31,576.54
9883,2047,2024-05-23T13:01:17,224.85
8452,8254,2024-11-07T19:59:38,64.33
7329,3161,2025-01-02T02:13:52,1718.99
938,4434,2024-12-24T13:15:42,879.72
3337,1562,2024-04-23T07:13:36,1199.77
7417,2953,2024-02-06T14:52:13,1064.18
386,8894,2024-07-18T14:16:10,1934.93
9248,5346,2025-02-27T16:46:09,181.78
2998,8184,2025-08-25T13:01:05,1529.38
6145,6877,2025-08-15T17:18:47,1091.28
3604,7967,2025-06-11T17:33:17,304.69
7231,4871,2025-10-04T20:56:45,17.59
9163,5641,2024-11-15T19:01:30,669.85
6776,8363,2025-10-14T05:59:38,1363.64
6159,1016,2024-06-22T18:43:00,17.99
1125,8600,2024-07-07T10:05:36,739.71
2207,4454,2024-05-09T22:23:09,1157.63
2524,5472,2024-08-04T07:57:28,1513.82
4175,7815,2025-06-12T23:03:47,147.43
5750,1634,2024-08-21T05:40:17,1634.39
4475,5918,2024-11-07T14:02:09,85.06
1371,5076,2024-01-04T04:52:25,456.4
6931,6460,2025-02-24T02:01:42,1805.12
9716,7687,2025-01-03T10:54:46,1468.23
8413,7784,2024-07-18T03:46:36,1698.91
6887,2411,2025-05-25T06:11:53,633.39
522,7347,2024-08-07T17:31:06,820.49
5428,2422,2025-08-12T13:42:27,952.37
3095,1194,2025-09-30T08:36:19,946.65
7295,8231,2024-12-26T17:06:02,162.76
7094,7175,2024-08-22T19:17:47,338.71
4242,5250,2025-12-13T19:02:19,1977.67
1608,1108,2025-01-09T11:11:00,1006.16
9743,1403,2025-02-17T08:56:50,637.59
14,5333,2024-09-24T03:47:57,1615.22
7991,2754,2024-01-20T12:53:23,1245.97
82,1241,2025-02-23T21:17:22,1938.15
4671,3993,2025-07-28T08:04:55,1380.95
2648,6006,2024-06-04T09:40:27,630.87
1955,6681,2024-01-15T06:28:59,1370.2
6283,4213,2024-11-02T01:56:29,285.01
999,1505,2024-03-05T05:05:31,1592.78
8450,7923,2025-03-11T18:26:23,1531.16
7834,5891,2025-01-20T06:16:34,1587.93
5651,1009,2024-06-12T14:09:59,1982.1
1539,2154,2025-03-09T11:26:37,1152.05
165,3780,2025-09-08T12:18:00,1319.41
3931,2261,2025-11-15T11:49:51,345.6
9013,2865,2024-12-10T20:11:34,651.98
4340,5095,2025-01-15T10:44:50,172.36
545,8355,2025-08-31T19:05:51,471.84
3037,6431,2025-08-19T19:03:08,1615.51
6207,5098,2024-06-08T03:25:56,1664.84
3975,8752,2024-01-25T23:04:16,1866.2
2249,3438,2025-01-21T13:49:34,1307.47
5738,6447,2024-04-24T19:18:02,1362.31
9384,1335,2024-06-19T20:12:08,1026.5
6086,7479,2025-12-27T16:42:18,860.2
3651,6014,2025-01-24T19:34:49,1420.16
4179,1510,2024-08-16T09:43:56,324.82
7952,1262,2025-07-14T00:44:41,1621.18
5040,5705,2025-09-02T18:48:43,1542.83
1500,8259,2024-06-06T17:49:12,1660.82
5469,9594,2024-03-28T13:51:37,1333.49
1971,3589,2025-03-14T17:27:38,638.4
4160,6145,2025-04-19T01:20:53,1906.82
6933,6070,2025-05-03T12:22:01,1462.59
1510,6285,2025-12-22T06:53:06,1195.78
1606,4651,2024-10-19T07:16:36,1035.16
8417,9479,2025-09-26T04:13:25,1494.36
4613,8268,2025-06-15T00:33:10,1979.48
937,1440,2025-03-03T06:35:29,1906.24
4834,6384,2024-08-21T21:03:45,1422.37
4033,9602,2025-12-02T00:45:40,784.3
9396,6423,2025-07-13T08:29:59,687.31
361,9153,2024-07-06T01:23:33,1826.09
4904,9320,2025-05-12T07:24:45,661.02
3979,8140,2024-05-14T14:34:58,1359.45
6056,9272,2024-03-06T03:21:44,995.85
6685,6966,2025-11-03T00:05:38,982.61
1363,3762,2025-08-14T05:40:16,1154.68
3988,8643,2024-11-28T04:19:52,843.91
3181,2979,2024-11-28T08:16:00,468.65
3889,4541,2024-01-11T04:43:32,938.96
5320,7798,2025-06-04T03:01:58,1102.31
1716,9374,2025-08-16T14:52:56,564.13
5809,3243,2024-08-21T04:13:44,1393.33
8360,4739,2024-09-09T20:57:38,928.74
330,9318,2025-09-03T20:07:00,538.01
9542,9851,2025-06-20T23:28:16,1212.48
585,4950,2024-09-24T19:35:03,1467.22
5082,7076,2025-04-22T22:24:41,879.03
4821,2841,2024-02-21T12:24:04,1937.62
480,1126,2024-04-03T04:40:13,997.28
3384,3033,2025-09-05T15:55:45,1508.25
823,7821,2024-09-04T13:38:27,819.48
1994,7232,2025-10-02T06:35:50,1441.8
8461,4343,2025-08-20T15:51:21,1546.37
696,6990,2024-09-20T09:00:29,1511.16
4877,6105,2024-07-14T05:06:59,421.47
8320,1294,2024-05-13T12:28:06,1480.61
1101,5403,2024-04-08T14:09:28,1467.21
6944,3902,2024-03-05T14:10:27,1996.43
9309,9271,2024-10-09T18:36:04,596.01
7186,7194,2024-06-02T21:08:33,1246.76
2336,4763,2025-03-05T08:06:42,177.52
5237,3284,2024-01-20T00:20:12,1577.59
3060,3434,2024-08-16T11:57:49,658.72
8345,2226,2024-06-28T21:19:27,104.55
4452,3793,2025-05-05T03:11:05,78.28
4791,7801,2024-09-03T03:03:48,386.01
8849,6403,2024-02-14T21:37:47,1316.24
5790,8920,2024-05-27T16:32:06,1548.06
3081,9151,2025-09-16T21:03:00,637.46
7239,8758,2025-10-05T06:14:37,1315.42
4710,4747,2024-07-28T05:39:59,1866.02
9062,1469,2025-08-21T13:58:01,1624.76
9250,4547,2025-01-18T09:48:52,80.21
1410,5760,2025-10-23T23:04:01,723.63
1387,1790,2024-01-16T08:00:47,1381.05
5590,1143,2024-07-09T19:11:00,654.33
8391,5807,2025-11-09T23:16:16,1546.56
7719,4565,2024-05-21T12:55:26,1278.2
4531,7050,2024-02-08T21:26:16,508.39
8075,2976,2025-01-15T21:54:18,1073.27
8917,2578,2024-06-25T14:15:15,1129.23
752,9901,2025-05-13T02:55:47,1051.02
9918,1905,2025-11-14T21:40:04,344.35
6599,4757,2024-10-02T10:59:31,1428.2
2975,4734,2025-12-26T02:52:59,1762.6
7250,9964,2024-12-16T04:37:34,995.82
6165,6486,2025-09-24T11:54:30,1648.0
4183,9326,2025-08-29T12:32:30,1568.02
6408,2908,2025-07-17T03:32:04,365.02
983,3826,2025-04-24T12:28:28,1628.41
635,3852,2025-07-06T21:05:00,1588.42
2796,3654,2025-09-13T04:30:53,1245.58
7226,1807,2025-05-24T14:23:55,1800.94
6375,3704,2025-02-17T14:45:50,1535.04
6333,8369,2025-08-08T20:59:04,1080.14
6704,1454,2024-10-30T00:48:08,211.79
6169,2198,2025-05-04T05:28:44,1716.38
8173,6363,2025-12-03T18:47:48,1194.38
9339,5034,2025-12-28T00:32:15,697.32
5268,1317,2025-11-22T17:11:12,630.35
7243,3855,2025-09-12T19:41:58,1873.88
8792,7444,2025-07-10T14:47:01,1578.26
9114,1132,2024-04-14T02:11:05,582.58
1761,8377,2025-02-08T14:56:42,830.91
3844,4811,2024-09-06T18:20:09,1125.47
7911,4265,2024-05-09T07:46:46,1488.24
8262,9820,2025-03-14T07:53:08,1999.64
3185,2081,2024-06-19T22:53:25,1317.63
1821,1691,2025-07-19T15:19:23,1490.73
2180,9574,2024-03-01T18:23:55,1780.38
1779,8126,2025-05-08T21:07:27,1049.3
8204,2170,2024-01-20T15:07:41,903.9
5211,5313,2024-06-02T13:46:38,292.07
3387,6149,2024-12-13T09:01:30,250.48
3490,9192,2024-09-24T06:52:19,32.23
7501,2833,2025-03-17T10:50:54,184.64
7405,8220,2025-12-15T23:19:48,312.4
4091,4690,2025-01-29T06:25:45,1302.42
9093,6486,2025-05-07T05:07:48,715.25
2325,8936,2025-03-30T10:54:36,113.41
1481,3913,2025-05-19T22:29:18,1010.27
1858,2753,2024-06-05T23:01:34,973.31
6450,3960,2025-12-10T08:52:17,88.49
2627,4926,2025-09-04T16:20:53,509.7
494,6456,2024-06-21T02:24:09,1559.34
3805,2267,2024-03-13T01:29:28,991.02
7447,3976,2025-04-29T14:36:02,797.54
2474,6940,2024-08-30T00:09:01,282.33
3352,4196,2025-12-17T23:09:22,1403.71
6136,4737,2025-07-16T15:49:06,1042.39
6429,5949,2024-08-04T00:43:20,476.39
1153,1660,2024-08-24T06:58:41,433.97
6637,3369,2025-01-19T22:30:13,528.05
7654,6034,2024-12-18T17:11:13,542.14
7051,4463,2024-08-04T12:29:02,1463.63
2971,9197,2024-08-03T10:07:59,990.55
7192,6771,2025-04-22T23:19:58,1655.36
9591,3456,2024-12-07T13:11:30,1093.14
101,4910,2024-09-01T00:48:42,534.9
7314,5670,2024-12-16T05:12:22,456.7
2926,5412,2024-03-30T09:16:20,125.96
517,6626,2025-11-29T08:56:20,1964.86
8183,3964,2025-10-18T09:23:59,956.33
8039,4055,2025-07-18T01:29:12,498.03
9099,6480,2024-05-18T22:56:57,689.83
9356,3111,2024-08-11T13:40:16,1103.45
6557,6280,2024-05-15T07:14:16,876.6
3529,5137,2024-11-20T20:02:49,1783.72
5188,5285,2025-07-12T13:18:52,1107.0
7634,3247,2024-03-04T13:31:38,578.5
9455,6261,2025-09-29T23:23:18,956.2
7468,6564,2025-06-03T11:46:04,198.71
3916,1584,2025-11-26T05:05:56,1152.58
1192,7363,2024-06-19T10:07:42,712.84
7362,3506,2024-02-08T22:21:40,1772.81
9049,1048,2024-12-09T06:36:34,676.66
4221,2208,2024-02-05T03:17:30,1478.8
9749,3278,2025-10-01T05:10:34,1182.51
5848,3042,2025-10-26T23:36:21,1415.27
278,8025,2024-08-18T23:03:50,614.23
152,9821,2025-12-19T21:58:17,1375.28
8840,3676,2025-06-26T22:31:27,279.25
7095,3121,2024-05-27T09:37:13,1693.79
7146,3579,2024-07-11T11:33:26,1882.21
1113,1579,2025-10-28T00:40:57,1107.97
7098,5189,2024-04-24T01:37:57,436.8
7269,4407,2024-07-03T06:18:51,1881.71
1196,6761,2024-01-22T21:48:30,1895.38
9148,4371,2024-07-13T01:31:07,1698.37
5444,2258,2024-04-30T05:36:36,402.25
7740,8771,2025-03-21T10:54:45,618.21
6073,4700,2024-08-14T23:48:48,466.54
8761,4041,2024-03-18T21:00:41,332.07
5110,8454,2025-05-09T12:54:10,960.86
8959,6142,2024-08-31T20:38:32,409.04
8419,8418,2024-04-25T20:24:29,953.38
6535,1408,2025-05-01T21:06:02,1511.42
7183,7520,2024-06-18T00:40:08,1060.53
