movie_id,title,genre,release_year,imdb_rating,watch_time_minutes
294,Burning Mirage 294,Comedy,2012,7.4,395864
8561,Dark Shadow 8561,Thriller,2020,8.6,171174
5187,Forgotten Requiem 5187,Romance,2020,5.4,205372
3663,Frozen Chronicles 3663,Horror,2023,6.2,495815
687,Lost Mirage 687,Drama,2022,6.6,618611
8964,Rising Reflection 8964,Animation,2024,6.1,604443
1743,Eternal Mirage 1743,Thriller,1971,4.0,185846
9787,Neon Mirage 9787,Fantasy,1976,5.7,0
9969,Endless Empire 9969,Comedy,1989,5.9,860003
2586,Eternal Chronicles 2586,Drama,2024,4.9,534833
4720,Silent Chronicles 4720,Comedy,2004,4.7,91488
8460,Distant Signal 8460,Documentary,2019,9.6,0
3800,Secret Signal 3800,Thriller,2015,4.8,282664
2917,Endless Empire 2917,SciFi,1995,6.4,460081
5630,Silent Paradox 5630,Documentary,2008,5.6,744194
9033,Quiet Odyssey 9033,SciFi,1999,5.8,345065
675,Golden Requiem 675,Fantasy,2023,6.1,732076
7112,Eternal Journey 7112,Horror,1995,9.4,896038
8373,Fallen Harbor 8373,Fantasy,2005,7.1,0
2675,Wild Odyssey 2675,Romance,1999,7.6,563867
6415,Distant Paradox 6415,Drama,1970,8.1,195723
2412,Neon Signal 2412,Animation,1997,6.9,773315
1539,Last Mirage 1539,Action,2002,5.7,417289
8708,Eternal Frontier 8708,Action,2005,6.2,606495
1442,Rising Passage 1442,Action,1988,6.2,734193
8188,Crimson Odyssey 8188,Fantasy,1982,6.4,473362
3955,Rising Horizon 3955,SciFi,2008,7.3,503102
4283,Eternal Shadow 4283,Thriller,1990,5.6,189528
2916,Distant Frontier 2916,Documentary,2018,7.7,468871
8978,Secret Echo 8978,Documentary,1986,7.1,281978
3357,Frozen Passage 3357,Drama,1995,8.0,0
9867,Dark Storm 9867,Fantasy,1984,8.2,625314
9304,Crimson Harbor 9304,Romance,1970,7.4,821694
6361,Wild Harbor 6361,Romance,1994,4.5,633359
4767,Secret Kingdom 4767,Fantasy,2008,7.9,943976
4901,Last Kingdom 4901,Comedy,1979,6.9,684309
6743,Quiet Verdict 6743,Horror,2003,7.1,373459
5779,Golden Odyssey 5779,Fantasy,1993,7.1,223632
5627,Rising Odyssey 5627,Romance,2014,6.5,883003
2065,Crimson Empire 2065,Comedy,2006,5.8,607379
1534,Forgotten Empire 1534,Horror,1993,6.9,628605
3816,Crimson Signal 3816,Thriller,2015,6.6,471320
2060,Forgotten Passage 2060,Comedy,1970,8.3,642518
6189,Golden Paradox 6189,Action,1995,6.4,795364
5084,Distant Harbor 5084,Comedy,1974,8.0,472625
9498,Quiet Horizon 9498,Animation,1993,6.4,360962
6545,Lost Legacy 6545,Action,1981,8.8,968733
1982,Distant Legacy 1982,Action,2024,6.6,326522
732,Rising Paradox 732,SciFi,1992,5.9,330387
5893,Rising Journey 5893,Thriller,1976,6.9,52426
4376,Lost Kingdom 4376,Horror,2008,6.5,755990
5616,Silent Odyssey 5616,Comedy,1983,7.0,856075
2656,Last Chronicles 2656,Fantasy,2014,5.2,356135
3734,Endless Chronicles 3734,Comedy,1990,7.5,243967
4016,Frozen Echo 4016,Comedy,1981,8.1,534327
8184,Golden Frontier 8184,Drama,1998,8.5,559658
3898,Frozen Legacy 3898,Action,1971,6.5,518198
4913,Fallen Signal 4913,Fantasy,1977,5.3,250697
6459,Hidden Mirage 6459,Comedy,1981,6.1,687101
1786,Golden Frontier 1786,Drama,1997,8.5,441316
5875,Burning Kingdom 5875,Horror,1972,9.0,902108
402,Distant Echo 402,Drama,2013,7.6,408902
8299,Broken Requiem 8299,Documentary,1976,7.4,977243
4930,Endless Chronicles 4930,Thriller,2000,7.3,1236139
542,Neon Mirage 542,Horror,2023,6.1,526722
2067,Silent Storm 2067,Fantasy,2026,5.7,605289
7192,Fallen Signal 7192,Documentary,2016,5.5,668156
7395,Fallen Empire 7395,Documentary,2025,10.0,660127
9296,Neon Journey 9296,Thriller,1994,6.3,244713
812,Last Descent 812,Action,1974,6.4,627039
8075,Dark Paradox 8075,Comedy,2015,6.3,487314
6814,Burning Storm 6814,Documentary,1993,6.3,965227
2948,Crimson Empire 2948,Comedy,1976,5.0,849277
6037,Dark Paradox 6037,Romance,1991,6.5,708986
8282,Quiet Signal 8282,Fantasy,2002,6.6,363478
2862,Golden Horizon 2862,Comedy,2016,5.3,586125
6752,Secret Signal 6752,Action,1986,6.2,533986
8906,Dark Frontier 8906,Drama,1983,6.3,0
6071,Rising Frontier 6071,Comedy,2016,7.6,875425
724,Fallen Chronicles 724,Horror,2019,9.8,341627
6311,Last Storm 6311,Thriller,2020,7.9,918391
8375,Dark Verdict 8375,Romance,2022,6.6,514308
621,Wild Echo 621,Animation,1989,6.3,537626
2249,Rising Empire 2249,Romance,2026,9.4,427189
5159,Forgotten Signal 5159,Documentary,2013,9.6,40868
6631,Last Frontier 6631,Comedy,2000,6.6,409916
3608,Distant Chronicles 3608,Documentary,2009,6.0,814199
3578,Forgotten Reflection 3578,Drama,1982,4.7,1021614
9705,Golden Odyssey 9705,Action,1984,8.5,282414
4548,Crimson Verdict 4548,Drama,1984,7.9,1040778
1443,Last Shadow 1443,Documentary,2022,7.1,143448
2475,Dark Horizon 2475,Documentary,2022,10.0,794389
7670,Last Odyssey 7670,Fantasy,1992,7.4,647472
5661,Forgotten Passage 5661,SciFi,1981,7.7,845884
8728,Forgotten Legacy 8728,Fantasy,1982,7.7,573526
7076,Wild Signal 7076,Drama,2015,5.7,327898
6738,Frozen Frontier 6738,Romance,2010,9.0,378314
1739,Crimson Horizon 1739,Fantasy,1999,6.7,821120
6986,Secret Shadow 6986,Drama,1990,4.4,399080
2084,Last Paradox 2084,Comedy,1985,6.8,171305
6605,Forgotten Shadow 6605,Comedy,2015,8.7,648843
7859,Burning Mirage 7859,SciFi,2015,6.8,147790
5636,Last Mirage 5636,SciFi,1996,5.0,610759
3965,Last Frontier 3965,Drama,2009,8.9,751537
2640,Lost Passage 2640,Animation,1986,5.0,213161
4814,Silent Journey 4814,Animation,2004,8.3,783603
1832,Endless Passage 1832,Horror,2001,4.5,0
2553,Burning Horizon 2553,Comedy,2006,4.9,819924
6500,Wild Mirage 6500,Thriller,2006,5.7,258268
78,Crimson Harbor 78,Action,1986,7.0,513314
7465,Burning Reflection 7465,Documentary,2019,7.1,545036
7958,Last Empire 7958,Horror,1997,7.7,417689
3808,Secret Echo 3808,Comedy,1975,6.0,676372
5809,Quiet Reflection 5809,Thriller,1992,6.9,572029
3462,Crimson Verdict 3462,Drama,2015,6.8,1037479
2070,Wild Descent 2070,Action,2021,8.3,522457
2442,Burning Mirage 2442,Romance,1975,5.2,576946
629,Neon Harbor 629,Action,2015,5.7,601391
8468,Lost Storm 8468,Animation,1985,9.7,529756
5352,Secret Reflection 5352,Thriller,1990,5.2,194530
6719,Distant Passage 6719,Romance,1987,7.0,865921
3182,Golden Requiem 3182,Fantasy,2013,6.2,979602
2769,Neon Verdict 2769,Comedy,1980,4.7,224420
5493,Silent Passage 5493,Fantasy,2010,6.7,405649
181,Neon Reflection 181,Action,2022,6.0,899649
7530,Lost Horizon 7530,Romance,1980,8.7,625071
4094,Eternal Kingdom 4094,Documentary,1994,4.6,493045
8106,Wild Paradox 8106,Comedy,1984,7.3,880587
3042,Forgotten Paradox 3042,Animation,2017,6.8,674756
9468,Dark Mirage 9468,SciFi,2003,8.5,898024
167,Last Kingdom 167,Documentary,2005,6.1,450869
7939,Dark Journey 7939,Romance,1996,5.1,774344
5423,Fallen Descent 5423,Comedy,2003,7.0,853130
5975,Golden Mirage 5975,Animation,1973,6.5,211221
698,Last Storm 698,Thriller,1985,7.2,814434
8784,Golden Empire 8784,Documentary,2014,5.9,707752
6692,Quiet Frontier 6692,Thriller,2015,9.8,502245
3204,Distant Harbor 3204,Action,1972,6.1,534836
30,Neon Verdict 30,Drama,2010,6.8,777135
6144,Hidden Mirage 6144,Fantasy,1994,7.8,760113
5099,Eternal Harbor 5099,Animation,1974,4.3,245436
8176,Dark Shadow 8176,Action,2001,6.8,670697
6480,Fallen Odyssey 6480,Documentary,2003,5.6,599886
3410,Broken Odyssey 3410,Documentary,1972,6.0,850521
3135,Golden Storm 3135,SciFi,2011,5.8,580762
2419,Rising Verdict 2419,Action,1992,6.2,552913
5406,Silent Empire 5406,Thriller,2013,6.7,446683
5238,Eternal Signal 5238,Romance,1983,7.6,852198
3289,Wild Chronicles 3289,Comedy,2021,8.8,538123
938,Lost Echo 938,Documentary,1979,6.2,438523
1498,Hidden Harbor 1498,Documentary,2022,6.9,619702
7422,Lost Verdict 7422,Fantasy,1970,6.4,380295
2774,Quiet Frontier 2774,Documentary,1973,7.4,587514
4051,Golden Frontier 4051,Drama,1996,6.2,935183
9813,Distant Shadow 9813,Drama,2007,5.0,245943
3891,Quiet Legacy 3891,Action,2005,5.5,827638
2845,Wild Descent 2845,Animation,1998,8.2,514529
6984,Eternal Horizon 6984,Drama,1995,6.1,409636
8441,Rising Descent 8441,Comedy,2025,7.6,948034
6844,Silent Harbor 6844,SciFi,1977,6.9,460271
574,Fallen Descent 574,Drama,2012,8.4,454223
5566,Neon Passage 5566,Drama,2011,5.3,660663
2443,Fallen Requiem 2443,Animation,2006,6.8,441469
1532,Forgotten Harbor 1532,Thriller,1989,8.3,683395
5257,Broken Chronicles 5257,Action,2013,7.2,294622
168,Burning Journey 168,Comedy,1986,6.2,355359
6153,Last Empire 6153,Horror,2020,7.2,818132
2882,Quiet Horizon 2882,Thriller,2014,6.0,559728
425,Golden Requiem 425,SciFi,2025,6.4,399437
1857,Forgotten Verdict 1857,Fantasy,2013,5.7,439751
7025,Quiet Harbor 7025,Documentary,2026,6.2,650602
6552,Secret Reflection 6552,Comedy,2018,8.1,572369
792,Last Harbor 792,SciFi,1989,6.4,734021
1624,Hidden Descent 1624,Horror,1999,7.1,676414
7448,Last Empire 7448,Drama,2025,5.1,689569
4796,Endless Echo 4796,Action,2018,7.2,454252
4773,Secret Kingdom 4773,Fantasy,1998,6.6,677649
610,Neon Kingdom 610,Action,1995,6.4,250497
8685,Lost Empire 8685,Animation,2020,5.4,559111
8350,Eternal Storm 8350,SciFi,2018,6.7,859542
6714,Neon Legacy 6714,Documentary,2018,7.2,432855
624,Secret Odyssey 624,Fantasy,1993,4.7,421004
9880,Dark Paradox 9880,Action,1970,6.3,703169
5210,Secret Odyssey 5210,Horror,2020,6.2,1045380
8444,Forgotten Horizon 8444,SciFi,2013,7.0,342333
5652,Silent Legacy 5652,Thriller,1974,4.2,592554
7771,Burning Legacy 7771,Documentary,2016,5.5,569321
3411,Broken Mirage 3411,SciFi,2024,8.3,354718
5651,Wild Kingdom 5651,Romance,1985,7.4,520356
1015,Hidden Chronicles 1015,Comedy,1982,6.0,73276
2649,Wild Journey 2649,Drama,1982,4.9,169746
3125,Burning Verdict 3125,Romance,2023,6.3,978571
5725,Burning Signal 5725,Horror,2000,6.7,397369
617,Wild Echo 617,Thriller,2003,7.4,750131
3172,Frozen Requiem 3172,Animation,1977,6.9,77201
1931,Neon Verdict 1931,Documentary,1998,8.6,827096
7181,Last Harbor 7181,Horror,2010,9.1,712738
3089,Silent Paradox 3089,Documentary,1986,7.0,535865
2304,Crimson Passage 2304,Drama,2008,5.3,370008
8857,Hidden Kingdom 8857,Thriller,2015,6.5,342054
5120,Lost Echo 5120,Comedy,2008,8.0,385121
1060,Broken Storm 1060,Documentary,1990,6.7,293864
1997,Wild Chronicles 1997,Drama,1998,8.1,552050
6463,Golden Passage 6463,Romance,1994,5.7,125688
6977,Secret Horizon 6977,Thriller,1971,7.2,728747
288,Secret Odyssey 288,Horror,1999,6.9,653392
2891,Golden Frontier 2891,Thriller,2014,4.5,1187076
3785,Rising Odyssey 3785,Fantasy,2007,7.8,537869
5219,Distant Signal 5219,Comedy,1998,8.0,350696
2354,Forgotten Kingdom 2354,Comedy,1999,9.2,614605
7277,Last Empire 7277,Horror,2026,8.0,435969
8602,Frozen Journey 8602,Horror,1983,9.7,399245
7539,Dark Odyssey 7539,Drama,2018,6.7,484198
8940,Fallen Frontier 8940,Drama,1992,6.4,618623
4244,Last Harbor 4244,Thriller,2021,7.6,237399
2340,Silent Passage 2340,Fantasy,1979,6.8,250600
2523,Lost Empire 2523,Horror,2008,7.8,248943
5543,Fallen Echo 5543,SciFi,1995,8.3,517170
7307,Dark Echo 7307,Documentary,2017,6.7,466426
1048,Crimson Harbor 1048,Drama,2014,7.4,231285
8399,Lost Kingdom 8399,SciFi,2011,6.9,640997
517,Distant Mirage 517,SciFi,2006,4.1,179600
6679,Burning Verdict 6679,Horror,1984,5.1,919110
1715,Hidden Legacy 1715,Drama,2016,7.0,103451
6062,Quiet Frontier 6062,SciFi,2011,5.6,487596
912,Fallen Harbor 912,Action,2020,6.9,91708
4610,Burning Shadow 4610,Fantasy,1987,7.0,414416
9607,Secret Signal 9607,Documentary,1982,6.4,114342
3453,Neon Frontier 3453,Action,1972,9.7,457202
2444,Quiet Horizon 2444,Thriller,1990,6.9,897616
537,Fallen Passage 537,Comedy,2020,7.4,519053
1909,Frozen Passage 1909,Documentary,1973,4.6,794545
8735,Broken Echo 8735,Comedy,1970,7.3,375063
9348,Frozen Signal 9348,Thriller,1997,8.8,217184
5430,Burning Empire 5430,Animation,1980,5.3,325473
4444,Golden Legacy 4444,Documentary,2009,8.9,778963
8982,Burning Shadow 8982,Comedy,2003,6.0,897529
3384,Lost Frontier 3384,Romance,1999,7.2,0
6857,Golden Requiem 6857,Horror,1994,5.2,622596
9383,Endless Signal 9383,Documentary,1975,7.1,822252
1163,Burning Passage 1163,SciFi,2007,6.9,1073012
151,Quiet Signal 151,Comedy,1975,7.8,388282
3545,Rising Empire 3545,Drama,1972,5.9,1113903
1812,Eternal Harbor 1812,Documentary,2016,6.3,61651
6832,Golden Empire 6832,Horror,2017,6.9,309471
9839,Forgotten Empire 9839,Documentary,2017,5.5,699934
5556,Hidden Chronicles 5556,Romance,2004,6.4,16429
9749,Fallen Shadow 9749,Horror,1998,8.0,216421
1710,Last Reflection 1710,Thriller,2024,8.0,1099155
255,Broken Horizon 255,Romance,2001,8.3,761590
6336,Endless Horizon 6336,SciFi,2015,6.5,0
3847,Last Signal 3847,Documentary,1988,5.5,394758
4592,Burning Empire 4592,Documentary,2009,8.5,466358
7391,Neon Legacy 7391,Drama,1989,6.2,931671
6741,Silent Chronicles 6741,Documentary,1996,7.7,280522
8253,Dark Shadow 8253,Fantasy,1996,7.2,704968
1825,Endless Descent 1825,Drama,2021,5.9,619135
4112,Endless Kingdom 4112,Action,1988,8.0,404505
6072,Eternal Reflection 6072,Comedy,1979,7.4,1132260
8030,Neon Legacy 8030,Action,1992,8.4,431781
1508,Golden Odyssey 1508,Animation,1983,7.8,288658
3401,Neon Harbor 3401,Documentary,2020,6.6,622964
9414,Silent Verdict 9414,Horror,2003,5.9,623029
4259,Eternal Horizon 4259,SciFi,1992,7.2,126010
2498,Dark Verdict 2498,Documentary,2002,7.0,477412
6869,Wild Empire 6869,Thriller,2008,7.0,194525
7158,Broken Frontier 7158,Comedy,1973,8.5,446834
3596,Broken Empire 3596,Romance,1991,8.2,559398
5359,Eternal Descent 5359,Romance,1988,6.7,398749
3821,Burning Verdict 3821,Documentary,1989,9.1,560102
5608,Hidden Frontier 5608,Animation,1996,7.3,398592
3856,Silent Passage 3856,Comedy,2009,4.3,439604
5905,Forgotten Paradox 5905,Documentary,2016,6.3,1105751
5265,Burning Chronicles 5265,Drama,2026,8.4,414921
1458,Forgotten Reflection 1458,Animation,1984,4.2,575113
240,Eternal Verdict 240,Animation,2000,5.3,564258
4122,Dark Requiem 4122,Action,2018,6.1,810970
1547,Distant Legacy 1547,Documentary,2015,8.5,625546
1063,Wild Horizon 1063,SciFi,2005,7.9,605890
5997,Secret Echo 5997,Comedy,1981,6.9,448792
7559,Secret Verdict 7559,Animation,2017,6.5,64141
1454,Endless Kingdom 1454,Comedy,2016,6.7,428139
1289,Hidden Odyssey 1289,Thriller,2026,6.8,698716
6273,Eternal Echo 6273,Horror,2024,5.6,452423
1233,Rising Empire 1233,Documentary,1976,7.8,667604
9449,Endless Reflection 9449,Action,2019,5.8,729315
2165,Broken Shadow 2165,Romance,1991,6.0,843635
9362,Broken Storm 9362,Thriller,1976,6.2,598429
2441,Eternal Echo 2441,SciFi,1970,6.5,0
2777,Dark Verdict 2777,Comedy,2013,5.7,249200
3533,Secret Chronicles 3533,Horror,2001,7.9,2811
4044,Endless Paradox 4044,Romance,1992,8.4,274355
7114,Fallen Empire 7114,Animation,1999,6.0,388894
5482,Neon Harbor 5482,Horror,1987,6.5,417270
8815,Neon Journey 8815,Horror,1979,5.8,282989
1152,Quiet Verdict 1152,Comedy,1997,7.8,367716
766,Hidden Echo 766,Fantasy,1986,6.0,489752
9442,Lost Chronicles 9442,Documentary,1983,6.7,520708
567,Silent Signal 567,Action,1983,5.8,1043475
7905,Lost Signal 7905,Horror,1988,6.2,635803
1859,Lost Frontier 1859,Thriller,1988,8.0,756742
2809,Quiet Shadow 2809,Romance,2007,8.0,544148
2624,Neon Verdict 2624,Animation,2014,7.3,757511
9715,Endless Journey 9715,Animation,2021,5.3,572683
1828,Neon Paradox 1828,Action,2018,4.2,306289
7943,Neon Mirage 7943,Fantasy,1996,6.9,696643
5968,Burning Echo 5968,Action,1979,4.7,302139
2897,Lost Signal 2897,Animation,2018,7.9,424290
5249,Eternal Frontier 5249,Action,2014,6.9,667836
4857,Forgotten Odyssey 4857,Romance,1979,9.8,235490
4635,Golden Frontier 4635,Romance,2001,5.1,347500
9831,Broken Signal 9831,Fantasy,1975,6.5,725887
8060,Rising Passage 8060,Action,1976,6.2,590657
4740,Eternal Reflection 4740,SciFi,2025,5.8,767519
7954,Burning Kingdom 7954,Comedy,2004,7.3,0
1038,Burning Storm 1038,Documentary,1975,6.9,835942
9919,Crimson Passage 9919,Documentary,1987,6.3,977621
5024,Forgotten Echo 5024,Horror,1987,8.8,342564
6802,Endless Legacy 6802,Thriller,2017,8.3,635892
4461,Rising Kingdom 4461,Action,2012,5.9,616594
3062,Endless Passage 3062,Action,1972,8.4,0
8129,Endless Legacy 8129,Romance,2017,6.2,0
1139,Frozen Requiem 1139,Animation,1995,7.0,807871
1041,Eternal Kingdom 1041,Horror,1996,6.3,205092
5800,Eternal Chronicles 5800,Animation,2016,8.7,703909
9254,Crimson Odyssey 9254,Documentary,1994,3.8,635780
482,Hidden Kingdom 482,Romance,1983,7.0,227697
4399,Burning Journey 4399,Drama,2020,4.9,771559
113,Silent Signal 113,Romance,2023,4.5,924405
2726,Burning Passage 2726,Comedy,1972,8.2,368809
1591,Dark Mirage 1591,Drama,2026,6.2,266919
8377,Forgotten Passage 8377,Drama,2001,5.9,336964
2191,Dark Signal 2191,SciFi,1988,7.7,732080
2873,Burning Shadow 2873,Romance,1985,6.5,441270
7710,Hidden Kingdom 7710,Horror,1976,6.5,440455
9500,Eternal Empire 9500,Thriller,2021,7.4,542510
4007,Hidden Kingdom 4007,Documentary,2005,9.0,788219
6853,Burning Harbor 6853,SciFi,2025,5.5,291336
3944,Fallen Kingdom 3944,Horror,2004,6.0,579743
6475,Quiet Mirage 6475,Drama,1982,8.2,641740
105,Quiet Passage 105,Comedy,2005,7.8,1287667
9841,Lost Kingdom 9841,Drama,1992,6.9,238384
275,Eternal Paradox 275,Thriller,2013,7.1,640423
3659,Lost Legacy 3659,SciFi,2011,7.2,257769
3623,Golden Mirage 3623,Comedy,2019,8.4,64375
6980,Endless Shadow 6980,Drama,1997,7.7,18537
8653,Lost Legacy 8653,Documentary,1981,9.1,544934
7582,Last Reflection 7582,Horror,2015,6.4,683820
362,Lost Chronicles 362,Fantasy,2007,5.2,657306
2040,Distant Requiem 2040,Drama,2001,5.9,392099
277,Eternal Verdict 277,Drama,1986,7.6,220609
1889,Rising Journey 1889,Romance,2024,6.2,640418
7657,Lost Chronicles 7657,Romance,2006,7.2,627696
4340,Dark Frontier 4340,Comedy,2000,6.1,267883
301,Last Passage 301,Comedy,2005,7.7,711757
7037,Eternal Requiem 7037,Drama,2000,9.4,690336
481,Forgotten Kingdom 481,Fantasy,2008,5.7,0
5476,Frozen Requiem 5476,Drama,1971,6.3,892962
2510,Burning Descent 2510,Animation,1980,8.1,974312
9205,Broken Frontier 9205,Comedy,1982,7.8,257513
9577,Eternal Journey 9577,Thriller,2005,6.7,469780
2096,Rising Echo 2096,Comedy,2007,5.7,536905
2037,Golden Requiem 2037,Drama,2023,6.9,263703
8186,Distant Frontier 8186,Documentary,2008,7.2,579460
927,Secret Shadow 927,Documentary,1998,4.7,810019
1849,Endless Reflection 1849,SciFi,1982,6.8,582748
2494,Distant Descent 2494,Horror,2002,7.8,982719
3080,Fallen Shadow 3080,Thriller,2026,5.2,832043
3060,Endless Reflection 3060,Comedy,1980,6.3,2453
9152,Hidden Signal 9152,SciFi,2025,6.1,167602
5244,Burning Passage 5244,Romance,2019,7.6,741614
5028,Last Passage 5028,Action,1988,7.8,1002308
1228,Distant Legacy 1228,Drama,1990,6.5,211717
6147,Forgotten Shadow 6147,Documentary,2022,7.3,49082
1042,Golden Shadow 1042,Comedy,1973,3.3,255274
9286,Hidden Echo 9286,Fantasy,2019,4.3,450577
1834,Distant Chronicles 1834,Fantasy,2013,7.6,1037783
4619,Fallen Echo 4619,Animation,1975,4.7,672987
5854,Rising Shadow 5854,Fantasy,2003,6.3,342305
9145,Silent Legacy 9145,Comedy,1994,5.3,290851
7641,Distant Odyssey 7641,Romance,1981,7.2,445304
492,Golden Paradox 492,Fantasy,1985,5.7,977169
692,Endless Echo 692,Romance,1974,6.8,73285
9806,Quiet Odyssey 9806,Documentary,1991,6.0,902187
3193,Silent Chronicles 3193,SciFi,2000,7.1,832596
1275,Golden Passage 1275,Fantasy,2012,7.4,297655
901,Last Signal 901,Horror,2003,7.8,653947
7341,Forgotten Verdict 7341,Action,2025,6.9,194503
8930,Forgotten Descent 8930,Thriller,1982,5.5,696150
2177,Hidden Passage 2177,Animation,1997,6.2,698820
8975,Endless Verdict 8975,Fantasy,1975,8.3,599446
398,Quiet Verdict 398,Drama,2022,8.5,549420
5022,Crimson Requiem 5022,Comedy,2006,6.0,127493
937,Wild Kingdom 937,Action,1983,4.2,480084
7352,Last Shadow 7352,Fantasy,2011,5.6,226375
9850,Endless Kingdom 9850,Romance,1976,7.3,1223303
9427,Broken Requiem 9427,Animation,2007,4.8,561254
4173,Distant Storm 4173,Fantasy,1992,10.0,208786
7104,Frozen Reflection 7104,Fantasy,1985,6.0,61492
8051,Endless Requiem 8051,Drama,2009,5.7,185412
9268,Distant Legacy 9268,Drama,1985,4.6,908526
2274,Hidden Verdict 2274,Animation,1989,7.2,184664
3510,Fallen Journey 3510,Thriller,1994,5.7,0
4484,Silent Echo 4484,SciFi,1979,7.5,50818
1985,Hidden Odyssey 1985,Horror,2022,8.0,395703
7781,Crimson Descent 7781,Thriller,2023,8.6,219274
6696,Fallen Chronicles 6696,Action,2000,7.0,998136
5080,Rising Signal 5080,Comedy,1997,9.2,1195560
8016,Dark Journey 8016,Comedy,2005,8.6,581393
6242,Forgotten Verdict 6242,Romance,1993,8.4,470314
